,Unnamed: 0,content,label,pred,string_label,string_pred,loss
69,546,لما بيكون فيه شعب سخيف متلك بيهوج بنفس وقت هجوم الإمبريالية فلازم يندعسو مع بعض أنت سخيفة لدرجة التفاهة,2.0,0.0,hate,abusive,2.282712697982788
70,550,كذبك يا أيوب بدو علاج جبران باسيل,0.0,1.0,abusive,normal,8.309664726257324
71,557,هدول الناس بالذات اوسخ بشر,2.0,0.0,hate,abusive,1.5069584846496582
72,559,اداي في كتير مشحرين وقلال عقل في لبنان بقصد الذين يمدحون ويمجدون شخص مخلوق من لحم ونسوا ان الله هو من ي… ,1.0,2.0,normal,hate,6.068448066711426
73,571,إنت و حريمك عواهر ,0.0,2.0,abusive,hate,6.5716962814331055
74,574,تشتهي تشوف صرماية مقطّعة من شحاحيط السلطان يرد على كلامك؛الشحاحيط حافظين الكلمتين الخرا تبع عرب الشمال و اللاجئين المشردين و بس تتكلم أي كلمة ما تعجبهم لازم يطقعوها من زلاعيمهم مثل الجواميس تفه على شرفك اذا عندك جنس الشرف,0.0,2.0,abusive,hate,6.639118194580078
75,581,من بعد حماري ما ينبت حشيش,1.0,0.0,normal,abusive,8.337230682373047
76,583,من كل عقلك بعد في حدا او مرجع كبير بهالبلد؟ من ورا عمايلكم البلد كله بمن فيه صار صغير صغير صغير الله ينتقم منكم ,1.0,0.0,normal,abusive,1.1745725870132446
77,624,ومبعوصة من انه الديمقراطية مترجمة من الـ وبدها الملسمين يقولوا شورى طيب يا قلبي الشورى عند داعش والسعودية احنا بدنا ديمقراطية يا كندرة,0.0,1.0,abusive,normal,5.878852367401123
78,625,كمية الحقد الي عندكن بترضعوها بحليب امهاتكم ضد الحركة,1.0,0.0,normal,abusive,7.245350360870361
79,636,لازم يلغي هالنظام المعفن الكائفي الذي لا يستولد سوى طائفيين فاسدين عفنين ,0.0,2.0,abusive,hate,7.284383773803711
80,637,عما بي البك ميل لي عمرك سنه ,0.0,1.0,abusive,normal,8.138386726379395
81,640,ليك يا ولد انا مش من رجال التواصل الاجتماعي انا باخدك عجهنم واذا فيك ٪ رجولة خليني اعرف مين ,1.0,0.0,normal,abusive,1.2410857677459717
82,643,قال الفصعون بدو يفطر بالقدس لك يا عمو خلينا نفطر ب حلب بالاول بعدين نتحاكى,0.0,1.0,abusive,normal,8.495010375976562
83,644,أحن الى زمن لما كنا اذا اشترينا جينز وطلع في خيط منسّل نرجعلو ياه ونجيب المصريات هههه هلق ما منقبل نلبسوا اذا مش آكلو الكلب 😎,1.0,0.0,normal,abusive,2.2566964626312256
84,675,من وين لوين والكاتوليك بيخلفوا زي الأرانب؟ 😂,2.0,1.0,hate,normal,7.918083667755127
85,677,ياريت كلكم مثلل امير قطر يلي نهض بقطر الى مصافي ادول المتقدمة واذا كان على الارهاب فانتم الارهاب بحد ذا… ,1.0,0.0,normal,abusive,4.773195743560791
86,679,فهمنا قصتك مع الحجاب فيكي تفكي عن سمانا ،روحي اشطبي هويتك بس ما تجي تغيريلنا ديننا ، فصلي دين عحجم عقلك يا وج النحس,1.0,2.0,normal,hate,7.774649620056152
87,701,اختبار بسيط لمعرفة اذا كان واحد وسخ هل يستخدم كلمة حثالة لوصف مجموعة من البشر؟,1.0,0.0,normal,abusive,7.972030162811279
88,704,اخونجي متصهين,0.0,2.0,abusive,hate,7.124112129211426
89,713,واو واو قمة السادية الوجه الآخر الجميل ل زينتنا ,1.0,0.0,normal,abusive,5.070773124694824
90,717,بس بقي قرفنا يا زلمي,1.0,0.0,normal,abusive,8.225859642028809
91,718,صباط ورح تضل ,0.0,1.0,abusive,normal,8.090612411499023
92,726,نسيت انو التيار اسمو التوحيد حتى بالهبل بيتوحدوا اي والحمرنة كمان   ,2.0,1.0,hate,normal,6.370368957519531
93,745,الروس المفروض ينشهروا بالوقاحة مو بالڤودكا,2.0,1.0,hate,normal,5.700801372528076
94,757,اكيد قابظ شي مبلغ مرتب لسكت ,0.0,1.0,abusive,normal,8.609199523925781
95,763,لو منك حيوانة وكذابة وجبانة بتحطي كلامك يا قواتجية في ابشع من يكون حثالة متلك بلقوات لينشتموا تافهة مقرفة لاعقة احذية او لاعق احذية جبان,0.0,2.0,abusive,hate,6.901994705200195
96,769,الله ينصر المسلمين والعرب من داعم الارهاب المجرم تميم ,0.0,2.0,abusive,hate,5.484293460845947
97,773,حمير المصيبة بينسمع كلامهن,1.0,0.0,normal,abusive,8.623136520385742
98,775,هيدي الوحيدة يللي بترد يا لأن ما عندن غيرها، يا معودة عالبهدلة والحكي الوسخ، هيدا مزاج هيي هيك بتحب ,0.0,1.0,abusive,normal,5.924530982971191
99,792,الجبناء امثالكم لا يستطيعون مواجهة الحقائق لأنكم زائفون وحججكم كبيوت العنكبوت خسئتم ,1.0,0.0,normal,abusive,7.892949104309082
100,794,لك بحضي هالرائد أفي منو,1.0,0.0,normal,abusive,7.895096302032471
101,811,واحد مكيف إنه النهيق تبعه أموي شو بده يطلع منه,2.0,0.0,hate,abusive,7.993995189666748
102,812,منشار ,1.0,0.0,normal,abusive,5.920381546020508
103,833,عساه الوجع الذي ما يهجع أن شاء الله ,1.0,0.0,normal,abusive,7.0427021980285645
104,835,بالنسبة الك بدك حبل واسطبل ,0.0,1.0,abusive,normal,7.944577693939209
105,847,انت واشكالك عباد المال تبحثون عن الازمات لجل مصالح شخصيه ,1.0,0.0,normal,abusive,7.796393871307373
